medication_name,condition_or_context,dose_effect_band,condition_range,range_gap,range_resolution_status,official_dosage_candidate,official_indication_match,dominant_effect_gap,dominant_effect_resolution_status,mechanism_gap,mechanism_resolution_status,official_mechanism_candidate,dose_effect_gap,dose_effect_resolution_status,official_source_url,editorial_status,runtime_eligible
Amitriptilina,TAG,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",50-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,panico,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,fobias,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,fobia social,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TOC,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao melancolica,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao ansiosa,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao com agitacao/agressividade,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,tabagismo,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,compulsao,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",100-200 B (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TDPM,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Insonia,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Dor neuropatica ou sindromes dolorosas,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Fibromialgia,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Enxaqueca - prevencao,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Anorexia nervosa,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TAG,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,panico,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,fobias,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,fobia social,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TOC,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao melancolica,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao ansiosa,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao com agitacao/agressividade,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,tabagismo,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,compulsao,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),100-200 B (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TDPM,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Insonia,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Dor neuropatica ou sindromes dolorosas,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Fibromialgia,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Enxaqueca - prevencao,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,Anorexia nervosa,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TAG,"100–150 mg/dia: efeito antidepressivo mais consistente, com maior carga anticolinérgica, cardiovascular e sedativa. (DM/ST-E/GG/Maudsley)",50-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,panico,"100–150 mg/dia: efeito antidepressivo mais consistente, com maior carga anticolinérgica, cardiovascular e sedativa. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,fobias,"100–150 mg/dia: efeito antidepressivo mais consistente, com maior carga anticolinérgica, cardiovascular e sedativa. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,fobia social,"100–150 mg/dia: efeito antidepressivo mais consistente, com maior carga anticolinérgica, cardiovascular e sedativa. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,TOC,"100–150 mg/dia: efeito antidepressivo mais consistente, com maior carga anticolinérgica, cardiovascular e sedativa. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
Amitriptilina,depressao melancolica,"100–150 mg/dia: efeito antidepressivo mais consistente, com maior carga anticolinérgica, cardiovascular e sedativa. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,pending_formal_review,false
